category_tidy,county_l1,town_tidy,"Approach Roads, Streets & Lanes",Community – Your Planning and Involvement,Green Spaces and Landscaping,Nature and Biodiversity in your Locality,Residential Streets & Housing Areas,Streetscape & Public Places,Sustainability – Doing more with less,Tidiness and Litter Control,category_dummy_Large Urban Centre,category_dummy_Small Town,category_dummy_Village,2019.0,pred_linreg,pred_lasso,pred_ridge,pred_elasticnet,pred_treereg,pred_randforest,pred_bagging,pred_adaboost,pred_gradboost,pred_gradboost_dft
Village,Limerick,Glenroe,0.54,0.6333333333333333,0.54,0.54,0.54,0.62,0.28,0.4666666666666667,0,0,1,0.5170212765957447,0.51,0.52,0.51,0.62,0.52,0.52,0.52,0.53,0.53,0.53
Small Town,Limerick,Southill,0.6,0.55,0.6,0.34,0.52,0.56,0.32,0.6333333333333333,0,1,0,0.5170212765957447,0.52,0.52,0.52,0.62,0.52,0.52,0.52,0.53,0.52,0.52
Village,Limerick,Kilcornan,0.58,0.6166666666666667,0.58,0.52,0.58,0.56,0.3,0.43333333333333335,0,0,1,0.5148936170212766,0.51,0.51,0.51,0.62,0.52,0.51,0.51,0.53,0.52,0.52
Village,Tipperary,Shallee,0.6,0.5666666666666667,0.58,0.6,0.48,0.54,0.28,0.5222222222222223,0,0,1,0.5148936170212766,0.52,0.52,0.52,0.62,0.52,0.51,0.51,0.53,0.51,0.51
Village,Cavan,Swanlinbar,0.6,0.5166666666666667,0.62,0.52,0.56,0.56,0.26,0.5222222222222223,0,0,1,0.5127659574468085,0.52,0.52,0.52,0.62,0.52,0.51,0.51,0.53,0.51,0.51
Village,Limerick,Garrienderk,0.64,0.55,0.66,0.2,0.64,0.6,0.14,0.5333333333333333,0,0,1,0.5106382978723404,0.5,0.5,0.5,0.62,0.52,0.51,0.51,0.53,0.51,0.51
Village,Wicklow,Shillelagh,0.6,0.6,0.62,0.36,0.58,0.6,0.16,0.4888888888888889,0,0,1,0.5106382978723404,0.5,0.5,0.5,0.62,0.48,0.5,0.49,0.51,0.49,0.49
Village,Wicklow,Lacken,0.6,0.5833333333333334,0.6,0.3,0.5,0.6,0.1,0.5555555555555556,0,0,1,0.5106382978723404,0.49,0.49,0.49,0.62,0.53,0.51,0.5,0.51,0.5,0.5
Village,Westmeath,Clonmellon,0.68,0.6333333333333333,0.72,0.3,0.56,0.68,0.14,0.3888888888888889,0,0,1,0.5106382978723404,0.5,0.51,0.5,0.62,0.51,0.52,0.51,0.54,0.51,0.51
Village,Donegal,Killea,0.54,0.55,0.58,0.3,0.66,0.62,0.2,0.5333333333333333,0,0,1,0.5106382978723404,0.5,0.5,0.5,0.62,0.52,0.51,0.51,0.51,0.5,0.5
Village,Kildare,Kilmeague,0.52,0.65,0.6,0.36,0.58,0.7,0.28,0.5,0,0,1,0.5085106382978724,0.52,0.52,0.52,0.62,0.52,0.51,0.51,0.52,0.52,0.52
Village,Mayo,Binghamstown/An Geata Mór,0.54,0.43333333333333335,0.58,0.5,0.54,0.62,0.28,0.5555555555555556,0,0,1,0.5063829787234042,0.51,0.51,0.51,0.62,0.52,0.51,0.51,0.52,0.51,0.51
Village,Tipperary,Ballinure,0.64,0.5833333333333334,0.5,0.32,0.58,0.62,0.24,0.5666666666666667,0,0,1,0.5063829787234042,0.51,0.51,0.51,0.62,0.5,0.51,0.51,0.53,0.52,0.52
Village,Mayo,Carracastle,0.56,0.5166666666666667,0.58,0.46,0.54,0.62,0.28,0.5222222222222223,0,0,1,0.5063829787234042,0.51,0.51,0.51,0.62,0.52,0.51,0.51,0.51,0.5,0.5
Village,Cavan,Lavey,0.62,0.5166666666666667,0.7,0.42,0.52,0.62,0.1,0.5666666666666667,0,0,1,0.5042553191489362,0.51,0.52,0.51,0.62,0.51,0.52,0.52,0.53,0.51,0.51
Village,Longford,Moydow,0.6,0.43333333333333335,0.58,0.4,0.58,0.6,0.24,0.5666666666666667,0,0,1,0.4978723404255319,0.5,0.5,0.5,0.62,0.52,0.51,0.51,0.51,0.5,0.5
Village,Sligo,Bunnanaddan,0.64,0.5166666666666667,0.66,0.36,0.6,0.5,0.2,0.5333333333333333,0,0,1,0.4957446808510638,0.5,0.5,0.5,0.62,0.52,0.5,0.5,0.52,0.5,0.5
Small Town,Donegal,Muff,0.66,0.45,0.64,0.22,0.64,0.58,0.16,0.5111111111111111,0,1,0,0.49361702127659574,0.48,0.49,0.48,0.62,0.48,0.49,0.49,0.49,0.49,0.49
Small Town,Laois,Rathdowney,0.54,0.45,0.6,0.36,0.6,0.74,0.14,0.5555555555555556,0,1,0,0.49361702127659574,0.5,0.5,0.5,0.62,0.49,0.51,0.5,0.51,0.49,0.49
Village,Clare,Cross,0.54,0.45,0.66,0.34,0.5,0.6,0.28,0.5111111111111111,0,0,1,0.49148936170212765,0.49,0.49,0.49,0.62,0.48,0.5,0.49,0.48,0.48,0.48
Village,Meath,Donore,0.58,0.5,0.56,0.36,0.54,0.5,0.24,0.5555555555555556,0,0,1,0.49148936170212765,0.48,0.49,0.48,0.62,0.49,0.49,0.49,0.5,0.48,0.48
Village,Kildare,Allenwood,0.66,0.5,0.58,0.38,0.58,0.56,0.26,0.5222222222222223,0,0,1,0.49148936170212765,0.5,0.5,0.5,0.62,0.5,0.5,0.49,0.5,0.49,0.49
Village,Monaghan,Doohamlet,0.54,0.5833333333333334,0.52,0.56,0.56,0.54,0.14,0.5222222222222223,0,0,1,0.48936170212765956,0.5,0.5,0.5,0.62,0.48,0.49,0.5,0.52,0.51,0.51
Village,Tipperary,Killusty,0.52,0.55,0.62,0.32,0.52,0.64,0.16,0.5444444444444444,0,0,1,0.48723404255319147,0.49,0.49,0.49,0.62,0.49,0.49,0.49,0.5,0.48,0.48
Large Town,Dublin,Ballyboden,0.6,0.5833333333333334,0.52,0.36,0.56,0.6,0.16,0.5111111111111111,0,0,0,0.48723404255319147,0.49,0.49,0.49,0.62,0.48,0.49,0.49,0.51,0.48,0.48
Village,Longford,Colehill,0.56,0.4666666666666667,0.52,0.4,0.6,0.52,0.26,0.5666666666666667,0,0,1,0.4851063829787234,0.49,0.49,0.49,0.62,0.49,0.49,0.5,0.51,0.49,0.49
Village,Waterford,Leamybrien,0.52,0.6,0.68,0.2,0.6,0.64,0.2,0.4666666666666667,0,0,1,0.4851063829787234,0.49,0.49,0.49,0.62,0.48,0.49,0.49,0.49,0.49,0.49
Small Town,Meath,Longwood,0.6,0.48333333333333334,0.66,0.36,0.68,0.64,0.18,0.43333333333333335,0,1,0,0.4851063829787234,0.5,0.5,0.5,0.62,0.52,0.51,0.5,0.49,0.48,0.48
Village,Kerry,Knocknagoshel,0.5,0.5,0.6,0.4,0.5,0.6,0.2,0.5555555555555556,0,0,1,0.4829787234042553,0.49,0.49,0.49,0.62,0.49,0.49,0.49,0.48,0.48,0.48
Village,Kerry,Causeway,0.5,0.5833333333333334,0.5,0.4,0.5,0.6,0.16,0.5,0,0,1,0.4829787234042553,0.47,0.48,0.47,0.62,0.48,0.48,0.48,0.48,0.48,0.48
Small Town,Westmeath,Killucan and Rathwire,0.52,0.6333333333333333,0.66,0.32,0.56,0.64,0.16,0.3888888888888889,0,1,0,0.4829787234042553,0.48,0.49,0.48,0.62,0.48,0.49,0.49,0.49,0.49,0.49
Village,Cavan,Mount Nugent,0.58,0.45,0.56,0.34,0.56,0.64,0.14,0.6111111111111112,0,0,1,0.4829787234042553,0.49,0.5,0.49,0.62,0.48,0.49,0.5,0.51,0.5,0.5
Village,Mayo,Turlough,0.5,0.5,0.5,0.4,0.52,0.5,0.32,0.5555555555555556,0,0,1,0.4787234042553192,0.48,0.48,0.48,0.62,0.46,0.49,0.49,0.5,0.49,0.49
Village,Limerick,Oola,0.68,0.5833333333333334,0.64,0.3,0.52,0.6,0.12,0.4222222222222222,0,0,1,0.4787234042553192,0.48,0.49,0.48,0.62,0.48,0.49,0.48,0.51,0.48,0.48
Large Urban Centre,Cork,Bishopstown,0.56,0.5333333333333333,0.6,0.28,0.54,0.58,0.16,0.5111111111111111,1,0,0,0.4765957446808511,0.48,0.48,0.48,0.62,0.47,0.48,0.48,0.48,0.47,0.47
Village,Waterford,Clonea-Power,0.56,0.5666666666666667,0.52,0.42,0.44,0.58,0.18,0.5333333333333333,0,0,1,0.4765957446808511,0.48,0.49,0.48,0.62,0.48,0.49,0.49,0.5,0.48,0.48
Small Town,Roscommon,Moore,0.5,0.5333333333333333,0.4,0.36,0.48,0.6,0.16,0.5,0,1,0,0.4723404255319149,0.45,0.46,0.45,0.62,0.47,0.47,0.47,0.48,0.46,0.46
Large Town,Meath,Johnstown,0.5,0.6,0.6,0.34,0.54,0.56,0.22,0.43333333333333335,0,0,0,0.4702127659574468,0.47,0.48,0.47,0.62,0.46,0.48,0.47,0.49,0.48,0.48
Village,Tipperary,Ballysloe,0.54,0.5333333333333333,0.52,0.38,0.6,0.46,0.2,0.5,0,0,1,0.46808510638297873,0.47,0.47,0.47,0.61,0.47,0.47,0.47,0.48,0.47,0.47
Village,Laois,Ballinakill,0.42,0.5333333333333333,0.5,0.38,0.54,0.56,0.3,0.4222222222222222,0,0,1,0.46808510638297873,0.46,0.46,0.46,0.61,0.46,0.47,0.48,0.49,0.47,0.47
Village,Donegal,Lettermacaward,0.64,0.4,0.6,0.18,0.58,0.54,0.12,0.4777777777777778,0,0,1,0.46382978723404256,0.45,0.45,0.45,0.61,0.48,0.46,0.46,0.47,0.46,0.46
Village,Mayo,Lecanvey,0.5,0.3333333333333333,0.68,0.3,0.44,0.5,0.36,0.5333333333333333,0,0,1,0.46382978723404256,0.46,0.46,0.46,0.61,0.48,0.48,0.48,0.48,0.47,0.47
Village,Cork,Ahiohill,0.48,0.5,0.5,0.32,0.44,0.52,0.14,0.5111111111111111,0,0,1,0.4595744680851064,0.44,0.44,0.44,0.61,0.45,0.46,0.46,0.47,0.45,0.45
Small Town,Meath,Bettystown,0.58,0.48333333333333334,0.46,0.3,0.58,0.56,0.16,0.4666666666666667,0,1,0,0.4595744680851064,0.45,0.46,0.45,0.62,0.46,0.46,0.46,0.48,0.46,0.46
Village,Tipperary,Ballynonty,0.52,0.5833333333333334,0.56,0.2,0.52,0.56,0.24,0.5,0,0,1,0.4574468085106383,0.47,0.47,0.47,0.61,0.46,0.47,0.47,0.48,0.46,0.46
Village,Louth,Sandpit,0.44,0.5166666666666667,0.56,0.34,0.44,0.56,0.2,0.5222222222222223,0,0,1,0.4574468085106383,0.46,0.46,0.46,0.61,0.46,0.46,0.46,0.48,0.46,0.46
Village,Cavan,Dowra,0.6,0.4666666666666667,0.62,0.2,0.6,0.52,0.1,0.5111111111111111,0,0,1,0.44893617021276594,0.46,0.46,0.46,0.61,0.44,0.46,0.46,0.47,0.45,0.45
Village,Cavan,Killydoon,0.6,0.45,0.64,0.2,0.6,0.52,0.12,0.5,0,0,1,0.44680851063829785,0.46,0.46,0.46,0.61,0.45,0.45,0.45,0.47,0.45,0.45
Village,Tipperary,Aglish,0.52,0.6,0.56,0.28,0.44,0.54,0.14,0.4888888888888889,0,0,1,0.44468085106382976,0.46,0.46,0.46,0.61,0.48,0.47,0.47,0.48,0.47,0.47
Village,Monaghan,Killeevan,0.56,0.3333333333333333,0.48,0.42,0.5,0.68,0.1,0.5222222222222223,0,0,1,0.44468085106382976,0.45,0.46,0.45,0.61,0.44,0.47,0.47,0.47,0.45,0.45
Village,Tipperary,Gortnahoe,0.5,0.4166666666666667,0.5,0.48,0.48,0.52,0.2,0.4222222222222222,0,0,1,0.44468085106382976,0.44,0.45,0.44,0.61,0.45,0.46,0.46,0.47,0.45,0.45
Village,Tipperary,Ballyboy,0.54,0.48333333333333334,0.4,0.32,0.54,0.48,0.24,0.5,0,0,1,0.4425531914893617,0.44,0.45,0.44,0.61,0.49,0.45,0.45,0.47,0.45,0.45
Village,Galway,Tullycross,0.5,0.5,0.6,0.12,0.44,0.64,0.0,0.5,0,0,1,0.425531914893617,0.43,0.44,0.43,0.61,0.44,0.45,0.45,0.46,0.43,0.43
