category_tidy,county_l1,town_tidy,"Approach Roads, Streets & Lanes",Community – Your Planning and Involvement,Green Spaces and Landscaping,Nature and Biodiversity in your Locality,Residential Streets & Housing Areas,Streetscape & Public Places,Sustainability – Doing more with less,Tidiness and Litter Control,date_dn_Mo,date_dn_Sa,date_dn_Su,date_dn_Th,date_dn_Tu,date_dn_We,date_month_Jul,date_month_Jun,date_month_May,date_month_Nov,category_B,category_C,category_D,category_E,category_F,category_G,category_H,2019.0,pred_linreg,pred_lasso,pred_ridge,pred_elasticnet,pred_knn,pred_svr,pred_treereg,pred_randforest,pred_bagging,pred_adaboost,pred_gradboost,pred_gradboost_dft
Village,Cork,Dursey Island,0.7,0.6833333333333333,0.52,0.7,0.6,0.74,0.22,0.5111111111111111,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,267.0,269.02,269.24,269.05,276.47,301.53,266.9,260.5,269.18,269.55,271.99,268.2,268.2
Small Town,Cavan,Bailieborough,0.66,0.6166666666666667,0.72,0.54,0.62,0.7,0.28,0.5666666666666667,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,267.0,271.37,271.39,271.39,283.2,267.0,270.15,267.0,268.87,268.32,268.45,270.1,270.1
Village,Sligo,Carraroe,0.68,0.75,0.64,0.42,0.56,0.6,0.26,0.6333333333333333,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,266.0,267.45,267.4,267.43,271.72,266.0,266.23,267.0,262.74,262.89,264.44,261.0,261.0
Village,Kildare,Robertstown,0.62,0.6833333333333333,0.72,0.48,0.6,0.68,0.3,0.5777777777777777,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,266.0,270.27,270.37,270.28,281.37,266.0,268.21,268.0,268.66,268.24,272.51,268.02,268.02
Village,Tipperary,Shevry,0.6,0.6166666666666667,0.74,0.52,0.64,0.62,0.28,0.6111111111111112,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,266.0,269.22,269.36,269.24,282.77,266.0,266.22,270.0,268.61,267.89,271.21,272.5,272.5
Village,Galway,Kilkerrin,0.6,0.3333333333333333,0.72,0.24,0.8,0.76,0.24,0.6888888888888889,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,265.0,258.24,258.05,258.2,261.07,265.0,264.39,262.0,266.98,266.88,267.07,268.15,268.15
Village,Cavan,Kilcogy,0.72,0.55,0.74,0.38,0.62,0.64,0.24,0.6666666666666666,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,265.0,267.05,267.09,267.05,273.94,265.0,265.23,261.0,265.28,264.89,269.7,265.23,265.23
Village,Laois,Spink,0.62,0.6166666666666667,0.72,0.54,0.56,0.64,0.26,0.6444444444444445,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,265.0,269.19,269.49,269.21,282.36,276.06,267.27,273.0,267.1,266.56,269.08,269.39,269.39
Village,Roscommon,Tulsk,0.58,0.6833333333333333,0.64,0.58,0.62,0.74,0.26,0.5222222222222223,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,264.0,266.27,266.56,266.32,280.55,264.0,264.23,260.5,266.29,267.3,269.57,266.47,266.47
Small Town,Louth,Monasterboice,0.66,0.7166666666666667,0.54,0.52,0.58,0.68,0.32,0.5222222222222223,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,264.0,262.96,263.12,262.97,268.61,264.0,261.81,260.0,263.18,263.79,262.93,263.66,263.66
Village,Mayo,Ballindine,0.66,0.5333333333333333,0.74,0.5,0.54,0.7,0.32,0.5777777777777777,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,264.0,265.37,265.45,265.41,280.76,265.63,263.05,278.0,268.65,269.58,270.0,268.3,268.3
Village,Wexford,Oylegate,0.7,0.5833333333333334,0.8,0.38,0.66,0.72,0.16,0.6,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,264.0,268.64,268.64,268.67,281.12,270.49,270.57,278.0,274.79,274.6,276.38,269.66,269.66
Village,Wicklow,Ballycoog,0.62,0.6166666666666667,0.66,0.3,0.62,0.66,0.22,0.6333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263.0,258.36,258.41,258.37,264.63,263.0,261.39,260.0,261.6,261.86,260.46,262.94,262.94
Village,Meath,Kilmessan,0.7,0.6666666666666666,0.56,0.4,0.6,0.78,0.24,0.5555555555555556,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,263.0,263.2,263.21,263.2,264.13,266.25,262.69,260.5,265.43,266.77,268.82,269.53,269.53
Village,Donegal,Ardara,0.54,0.6833333333333333,0.62,0.36,0.62,0.66,0.22,0.6222222222222222,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,263.0,256.25,256.27,256.23,265.97,263.0,257.08,260.5,260.69,260.14,259.74,262.7,262.7
Village,Galway,Headford,0.56,0.5833333333333334,0.62,0.64,0.56,0.66,0.32,0.5777777777777777,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,263.0,264.06,264.07,264.08,278.42,263.0,263.23,260.0,262.2,261.65,257.6,262.99,262.99
Village,Monaghan,Greenan's Cross,0.68,0.5,0.72,0.66,0.56,0.66,0.28,0.5666666666666667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,263.0,266.33,266.71,266.4,286.16,263.0,264.7,285.0,266.05,267.03,264.06,265.64,265.64
Small Town,Monaghan,Ballybay,0.62,0.5833333333333334,0.8,0.56,0.6,0.66,0.18,0.5888888888888889,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,263.0,266.62,266.74,266.67,289.87,263.0,263.97,270.0,268.07,268.77,274.54,269.96,269.96
Village,Sligo,Ballygawley,0.6,0.6166666666666667,0.7,0.48,0.6,0.62,0.26,0.6333333333333333,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,262.0,263.75,263.87,263.76,277.15,262.0,262.23,270.0,263.74,263.48,262.51,265.06,265.06
Village,Offaly,Killeigh,0.72,0.5333333333333333,0.8,0.34,0.7,0.78,0.22,0.5222222222222223,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,262.0,265.68,265.89,265.75,278.59,262.0,267.04,286.0,271.14,270.92,271.48,267.44,267.44
Village,Wicklow,Rathdangan,0.6,0.6166666666666667,0.7,0.36,0.62,0.74,0.22,0.5666666666666667,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,262.0,261.42,261.41,261.47,272.43,309.29,264.82,262.0,259.81,260.64,260.46,263.0,263.0
Village,Tipperary,Castleiney,0.6,0.5666666666666667,0.68,0.42,0.64,0.74,0.24,0.6444444444444445,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,262.0,266.44,266.48,266.43,272.64,262.0,267.07,262.0,264.52,264.36,263.82,263.49,263.49
Village,Cork,Newtownshandrum,0.68,0.5333333333333333,0.68,0.28,0.74,0.68,0.3,0.6,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,262.0,262.34,262.18,262.32,263.53,278.31,265.76,252.0,259.05,260.47,259.35,261.91,261.91
Village,Tipperary,Riverstown-Killeen,0.64,0.6166666666666667,0.76,0.54,0.62,0.74,0.24,0.4444444444444444,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,262.0,262.56,262.83,262.65,287.25,262.0,263.28,250.0,262.98,263.12,271.47,263.69,263.69
Village,Sligo,Gurteen,0.62,0.75,0.58,0.42,0.6,0.66,0.24,0.6222222222222222,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,262.0,265.47,265.41,265.44,267.32,262.0,262.23,260.5,261.87,261.83,261.3,261.53,261.53
Small Town,Meath,Ballivor,0.58,0.5833333333333334,0.76,0.5,0.64,0.7,0.34,0.5111111111111111,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,262.0,265.05,265.16,265.1,283.74,262.0,262.41,261.0,262.22,263.03,264.44,263.02,263.02
Village,Kildare,Suncroft,0.56,0.6166666666666667,0.74,0.64,0.66,0.66,0.22,0.5111111111111111,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,261.0,264.15,264.31,264.21,289.71,261.0,264.77,261.0,264.9,265.2,265.76,264.76,264.76
Village,Louth,Baltray,0.64,0.5833333333333334,0.58,0.54,0.64,0.68,0.12,0.6222222222222222,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,261.0,258.98,259.1,258.98,269.88,261.0,259.31,240.0,258.71,260.17,261.4,263.64,263.64
Village,Longford,Lisryan,0.66,0.48333333333333334,0.64,0.4,0.56,0.68,0.28,0.6444444444444445,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,261.0,256.34,256.38,256.34,265.19,261.0,252.59,267.0,259.77,260.24,257.1,256.08,256.08
Small Town,Louth,Termonfeckin,0.66,0.6166666666666667,0.7,0.36,0.66,0.68,0.14,0.6444444444444445,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,261.0,262.42,262.35,262.41,271.59,261.0,260.77,261.0,261.93,261.7,264.06,261.77,261.77
Village,Westmeath,Ballinalack,0.6,0.5,0.68,0.6,0.68,0.6,0.16,0.6444444444444445,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,261.0,260.7,260.76,260.72,278.63,261.0,257.83,259.0,261.92,261.24,266.06,263.0,263.0
Village,Tipperary,Cullen,0.7,0.6833333333333333,0.6,0.38,0.62,0.64,0.24,0.6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,261.0,265.11,264.84,265.1,265.02,269.08,269.66,260.5,255.16,254.06,260.26,257.5,257.5
Village,Tipperary,Dualla,0.7,0.6166666666666667,0.72,0.36,0.6,0.72,0.18,0.6444444444444445,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,261.0,266.62,266.77,266.63,273.89,261.0,264.5,261.0,264.51,263.84,264.44,264.43,264.43
Village,Carlow,Hacketstown,0.68,0.6666666666666666,0.7,0.42,0.58,0.68,0.32,0.5444444444444444,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,260.0,266.34,266.56,266.36,276.02,260.0,263.25,268.0,262.15,262.26,262.54,265.21,265.21
Village,Mayo,Knock,0.66,0.5166666666666667,0.76,0.42,0.54,0.62,0.3,0.6444444444444445,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,260.0,262.03,262.01,262.05,276.72,260.0,259.85,261.0,262.23,262.12,264.46,261.93,261.93
Small Town,Donegal,Ballyshannon,0.66,0.6,0.62,0.5,0.58,0.72,0.28,0.5,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,260.0,258.29,258.32,258.34,272.21,260.0,262.42,250.0,258.04,259.52,254.54,258.21,258.21
Village,Galway,An Cheathrú Rua,0.58,0.6166666666666667,0.66,0.34,0.62,0.7,0.3,0.6222222222222222,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,260.0,262.21,262.11,262.19,267.31,260.0,260.83,260.0,261.1,262.17,259.45,262.02,262.02
Village,Roscommon,Portrunny,0.52,0.7166666666666667,0.72,0.46,0.42,0.72,0.26,0.5666666666666667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,260.0,257.83,258.42,257.9,281.69,270.5,254.25,276.0,272.38,271.25,274.14,262.14,262.14
Small Town,Cavan,Ballyconnell,0.62,0.5666666666666667,0.64,0.56,0.62,0.68,0.3,0.5666666666666667,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,260.0,264.57,264.53,264.59,275.77,260.0,262.87,260.0,261.06,261.83,262.29,264.54,264.54
Village,Longford,Killashee,0.58,0.5166666666666667,0.72,0.48,0.6,0.64,0.24,0.6222222222222222,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,259.0,258.37,258.5,258.4,276.7,259.0,258.37,259.0,260.42,259.26,258.75,257.46,257.46
Village,Galway,Cleggan,0.58,0.7,0.62,0.58,0.6,0.62,0.24,0.5666666666666667,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,259.0,262.34,262.41,262.36,277.55,259.0,261.78,260.5,258.0,257.75,262.93,256.71,256.71
Village,Tipperary,Glengoole,0.6,0.6166666666666667,0.64,0.46,0.6,0.7,0.3,0.5888888888888889,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259.0,265.84,265.78,265.86,271.96,257.26,265.25,256.0,261.93,264.29,260.18,260.59,260.59
Village,Tipperary,Ballycahill,0.62,0.6166666666666667,0.68,0.46,0.68,0.64,0.24,0.5666666666666667,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,259.0,261.55,261.7,261.57,274.61,259.0,259.23,267.0,259.62,259.38,259.84,258.86,258.86
Village,Kerry,Asdee,0.58,0.6666666666666666,0.66,0.48,0.54,0.66,0.28,0.6111111111111112,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,259.0,262.96,263.12,262.97,275.45,278.27,262.81,276.0,267.4,268.6,266.06,266.38,266.38
Village,Wexford,Bridgetown,0.7,0.6333333333333333,0.68,0.44,0.6,0.74,0.22,0.4888888888888889,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,258.0,259.34,259.52,259.4,275.35,258.0,259.14,250.0,258.09,258.83,258.68,255.36,255.36
Small Town,Dublin,Balrothery,0.62,0.5666666666666667,0.58,0.42,0.74,0.72,0.38,0.5111111111111111,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,258.0,261.54,261.38,261.52,263.64,258.0,258.23,256.0,257.67,259.22,253.48,259.16,259.16
Village,Tipperary,Kilross,0.64,0.65,0.68,0.44,0.54,0.6,0.3,0.5222222222222223,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257.0,256.89,256.97,256.95,273.81,257.0,257.23,261.0,257.68,257.0,259.84,254.57,254.57
Village,Longford,Taghshinny,0.68,0.5,0.7,0.42,0.56,0.62,0.28,0.6111111111111112,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,257.0,256.69,256.78,256.72,271.07,257.0,256.77,252.0,256.83,256.5,254.85,254.9,254.9
Village,Cork,Dripsey,0.66,0.5666666666666667,0.68,0.48,0.6,0.64,0.3,0.5555555555555556,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,257.0,259.71,259.74,259.74,274.44,264.14,259.1,267.0,259.79,259.53,259.35,257.25,257.25
Village,Wexford,Wellingtonbridge,0.72,0.5666666666666667,0.74,0.46,0.58,0.72,0.22,0.5222222222222223,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,257.0,261.15,261.3,261.22,279.73,257.0,261.39,261.0,259.11,259.18,265.0,259.31,259.31
Village,Cork,Minane Bridge,0.62,0.48333333333333334,0.72,0.48,0.6,0.74,0.2,0.6222222222222222,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,256.0,260.3,260.64,260.34,277.27,256.0,258.33,259.0,261.78,259.56,262.6,259.24,259.24
Village,Galway,Ballymoe,0.64,0.5,0.66,0.56,0.6,0.64,0.26,0.5888888888888889,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,256.0,258.37,258.54,258.4,275.31,256.0,255.77,259.0,256.09,257.12,259.35,254.72,254.72
Village,Clare,Mullagh,0.58,0.5666666666666667,0.7,0.4,0.58,0.78,0.22,0.6,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,256.0,260.17,260.36,260.21,273.88,256.0,261.05,262.0,259.77,260.26,261.04,261.38,261.38
Small Town,Limerick,Moyross,0.62,0.65,0.6,0.5,0.6,0.62,0.34,0.5111111111111111,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,256.0,257.58,257.56,257.6,270.31,256.0,255.77,256.0,254.4,254.04,254.43,252.83,252.83
Village,Roscommon,Cloonfad,0.62,0.55,0.62,0.6,0.56,0.68,0.32,0.5111111111111111,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,256.0,257.74,257.84,257.79,275.74,256.0,255.24,260.0,257.06,256.94,251.86,256.81,256.81
Village,Limerick,Dromcollogher,0.56,0.6166666666666667,0.56,0.48,0.62,0.6,0.3,0.6222222222222222,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,256.0,257.69,257.54,257.66,264.65,256.0,256.2,256.0,254.19,254.66,253.67,260.05,260.05
Village,Kildare,Narraghmore,0.64,0.65,0.62,0.4,0.66,0.6,0.18,0.6333333333333333,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,256.0,257.99,257.94,257.96,266.45,256.0,255.77,267.0,255.63,255.0,256.86,253.42,253.42
Village,Clare,Kilkishen,0.54,0.5166666666666667,0.54,0.76,0.52,0.7,0.34,0.5111111111111111,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,256.0,256.12,256.23,256.17,276.74,256.0,256.23,260.0,255.34,255.04,247.62,255.12,255.12
Village,Cavan,Blacklion,0.64,0.5833333333333334,0.66,0.44,0.62,0.68,0.26,0.5666666666666667,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,256.0,259.04,259.19,259.07,271.54,256.0,255.97,267.0,258.96,259.24,260.46,260.0,260.0
Village,Limerick,Woodlawn,0.6,0.5833333333333334,0.64,0.38,0.68,0.56,0.34,0.6,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,255.0,256.86,256.69,256.83,264.92,258.4,256.74,241.0,250.55,250.04,252.8,254.87,254.28
Village,Waterford,Tallow,0.74,0.5333333333333333,0.76,0.3,0.66,0.64,0.08,0.5888888888888889,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,255.0,251.64,251.68,251.67,271.02,255.0,253.64,252.0,256.83,255.18,262.6,256.12,256.12
Village,Roscommon,Brideswell,0.66,0.4666666666666667,0.64,0.32,0.56,0.72,0.3,0.6666666666666666,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,255.0,256.96,256.98,256.95,261.08,251.85,254.55,267.0,267.19,266.62,260.26,263.23,263.23
Village,Tipperary,Clonoulty-Rossmore,0.64,0.6333333333333333,0.7,0.34,0.66,0.7,0.12,0.5444444444444444,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,254.0,256.23,256.12,256.27,271.22,254.0,254.23,260.0,255.28,254.18,258.68,253.55,253.55
Village,Cork,Durrus,0.52,0.45,0.7,0.36,0.58,0.68,0.24,0.6333333333333333,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,254.0,247.2,247.18,247.21,267.48,254.0,247.35,252.0,255.16,254.62,251.44,251.87,251.87
Small Town,Meath,Laytown,0.6,0.5,0.7,0.6,0.68,0.56,0.22,0.5666666666666667,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,254.0,256.59,256.5,256.62,279.82,270.44,260.09,259.0,257.44,256.61,259.35,261.21,260.63
Village,Wexford,Courtown Harbour,0.6,0.6333333333333333,0.66,0.42,0.6,0.72,0.18,0.5777777777777777,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,254.0,257.54,257.67,257.56,272.26,254.0,256.8,260.0,256.93,257.9,258.08,256.06,256.06
Village,Cork,Dromahane,0.62,0.55,0.64,0.42,0.64,0.64,0.28,0.6,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,254.0,257.26,257.18,257.26,267.35,254.0,254.23,250.0,253.74,253.91,254.33,253.94,253.94
Small Town,Cork,Shandon,0.6,0.6166666666666667,0.64,0.44,0.6,0.76,0.3,0.5111111111111111,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,254.0,258.92,259.0,258.95,271.73,254.0,255.04,256.0,256.71,256.92,256.86,257.58,257.58
Village,Limerick,Ballysteen,0.56,0.65,0.62,0.54,0.58,0.62,0.24,0.5555555555555556,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,253.0,255.33,255.41,255.35,274.18,253.0,253.35,245.0,252.53,252.53,255.28,249.46,249.46
Village,Kerry,Caherdaniel,0.62,0.6,0.64,0.44,0.66,0.66,0.28,0.5555555555555556,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,253.0,258.84,258.96,258.85,269.92,253.0,255.76,250.0,256.0,257.08,259.45,260.09,260.09
Village,Offaly,Horseleap,0.68,0.6666666666666666,0.6,0.4,0.6,0.66,0.26,0.5333333333333333,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,253.0,256.27,256.44,256.3,265.95,253.0,253.19,260.5,254.06,254.84,259.45,253.85,253.85
Village,Limerick,Foynes,0.66,0.5833333333333334,0.7,0.32,0.6,0.7,0.12,0.5888888888888889,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,252.0,251.91,251.99,251.94,268.92,249.34,251.72,252.0,256.27,257.08,257.75,252.33,252.33
Village,Kerry,Barraduff,0.56,0.6,0.66,0.4,0.54,0.66,0.3,0.5777777777777777,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,252.0,251.7,252.09,251.74,269.54,252.0,249.48,252.0,255.32,254.54,253.21,252.74,252.74
Small Town,Longford,Granard,0.62,0.5833333333333334,0.74,0.42,0.6,0.7,0.26,0.5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,252.0,255.69,255.98,255.76,277.73,252.0,251.97,250.0,254.17,254.09,259.12,252.02,252.02
Village,Carlow,Old Leighlin,0.64,0.5666666666666667,0.66,0.38,0.7,0.68,0.28,0.5444444444444444,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,252.0,258.25,258.19,258.26,267.93,252.0,257.32,252.0,253.98,253.88,257.25,256.65,256.65
Village,Cavan,Bawnboy,0.62,0.55,0.68,0.38,0.62,0.64,0.26,0.6333333333333333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,252.0,257.56,257.79,257.56,268.71,252.0,255.32,252.0,254.27,254.3,259.35,254.58,254.58
Village,Clare,Boston,0.54,0.48333333333333334,0.48,0.36,0.64,0.62,0.34,0.6222222222222222,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,251.0,242.16,242.25,242.12,248.26,251.0,240.33,256.0,243.39,245.36,246.45,247.2,247.2
Village,Limerick,Ballyhahill,0.6,0.55,0.66,0.42,0.66,0.76,0.12,0.5777777777777777,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,251.0,253.97,254.23,254.01,270.76,251.0,251.23,262.0,254.16,254.44,260.43,257.58,257.58
Village,Tipperary,Dromineer,0.6,0.65,0.58,0.46,0.62,0.58,0.28,0.5666666666666667,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,251.0,253.34,253.51,253.35,265.87,251.0,251.41,245.0,250.12,250.98,256.86,253.61,253.61
Small Town,Meath,Stamullen,0.66,0.6,0.62,0.38,0.68,0.6,0.26,0.5555555555555556,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,251.0,254.53,254.41,254.53,264.15,251.0,251.23,250.0,249.55,249.22,251.86,251.22,251.22
Village,Kildare,Ballitore,0.68,0.6,0.72,0.4,0.68,0.76,0.16,0.4777777777777778,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,250.0,256.86,257.09,256.93,276.17,250.0,253.73,250.0,252.78,253.32,260.43,256.74,256.74
Village,Mayo,Shrule,0.64,0.5333333333333333,0.62,0.62,0.58,0.68,0.26,0.43333333333333335,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,250.0,249.05,249.33,249.14,276.4,250.0,248.02,250.0,251.11,250.83,250.0,247.69,247.69
Village,Kerry,Cloghane-Brandon,0.56,0.6666666666666666,0.56,0.52,0.5,0.6,0.24,0.5777777777777777,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,250.0,249.26,249.35,249.28,268.01,250.0,249.77,260.5,250.01,250.34,259.45,252.11,252.11
Village,Leitrim,Tullaghan,0.58,0.6833333333333333,0.56,0.42,0.48,0.64,0.2,0.6111111111111112,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,249.0,248.42,248.66,248.44,263.65,249.0,247.82,260.5,250.52,248.42,257.25,250.45,250.45
Small Town,Limerick,Caherconlish,0.58,0.5833333333333334,0.58,0.52,0.58,0.62,0.28,0.5333333333333333,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,248.0,249.54,249.71,249.56,267.98,248.0,247.77,245.0,247.34,247.2,249.86,244.96,244.96
Village,Limerick,Ballyagran,0.6,0.5833333333333334,0.6,0.4,0.54,0.64,0.16,0.5555555555555556,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,248.0,241.26,241.49,241.31,263.61,248.0,244.15,240.0,244.91,245.16,246.27,238.87,238.87
Village,Kildare,Caragh,0.58,0.6333333333333333,0.66,0.38,0.68,0.68,0.22,0.5,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,248.0,250.7,250.87,250.74,269.58,248.0,247.77,250.0,248.7,247.52,249.41,245.93,245.93
Village,Clare,Spanish Point,0.46,0.5333333333333333,0.76,0.26,0.5,0.74,0.26,0.5333333333333333,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,247.0,238.04,238.45,238.12,270.28,247.0,244.68,233.0,251.31,251.5,258.75,249.2,249.2
Village,Clare,Kilmurry,0.66,0.6,0.52,0.42,0.78,0.62,0.26,0.43333333333333335,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,247.0,246.68,246.63,246.7,257.83,247.0,247.23,250.0,245.92,245.54,248.04,246.98,246.98
Small Town,Roscommon,Ballaghaderreen,0.68,0.6666666666666666,0.72,0.4,0.5,0.66,0.28,0.4666666666666667,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,247.0,253.31,253.53,253.4,276.42,287.77,253.37,276.0,255.86,255.92,261.3,255.28,255.28
Village,Donegal,Kerrykeel,0.66,0.5166666666666667,0.6,0.3,0.62,0.66,0.2,0.5444444444444444,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,247.0,240.92,241.1,240.96,256.92,247.0,240.07,250.0,246.46,245.74,247.56,242.98,242.98
Village,Cork,Drinagh,0.56,0.55,0.56,0.38,0.58,0.64,0.22,0.5888888888888889,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,247.0,241.82,241.83,241.83,258.23,247.0,241.43,245.0,244.84,244.82,246.87,242.39,242.39
Village,Limerick,Rockhill/Bruree,0.56,0.5,0.6,0.5,0.58,0.6,0.28,0.5888888888888889,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,246.0,246.73,246.75,246.74,266.33,252.94,245.89,238.0,244.12,244.3,248.18,246.12,246.12
Village,Kerry,Ballyduff,0.54,0.6166666666666667,0.58,0.42,0.5,0.6,0.28,0.6666666666666666,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,246.0,251.27,251.22,251.25,263.2,256.61,252.11,267.0,250.26,249.68,250.98,254.17,254.17
Village,Meath,Kilberry,0.6,0.6,0.64,0.32,0.6,0.68,0.26,0.5,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,245.0,245.85,245.93,245.89,263.81,245.0,246.07,245.0,245.4,245.38,247.77,242.76,242.76
Large Town,Dublin,Portmarnock,0.54,0.5333333333333333,0.58,0.64,0.58,0.6,0.24,0.5333333333333333,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,245.0,246.81,246.74,246.83,272.86,245.0,245.23,245.0,243.82,243.35,246.29,242.2,242.2
